Source,Team,Rank,ensembl_gene_id,hgnc_symbol,Target_Choice_Justification,Predicted_Therapeutic_Direction,Data_used_to_support_target_selection,data_synapseID,study,input_data
AMP-AD,Duke,56,ENSG00000145242,EPHA5,"AD atlas shows associations with sphingomyelins that are associated with AD endophenotypes. This gene is highly expressed in brain and encodes a receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. Functions as an axon guidance molecule during development and may be involved in the development of the retinotectal, entorhino-hippocampal and hippocamposeptal pathways. Together with EFNA5 plays also a role in synaptic plasticity in adult brain through regulation of synaptogenesis. In addition to its function in the nervous system, the interaction of EPHA5 with EFNA5 mediates communication between pancreatic islet cells to regulate glucose-stimulated insulin secretion. ",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,57,ENSG00000145911,N4BP3,"AD atlas shows associations with primary bile acids that are associated with AD in ADNI. This gene is expressed in brain and encodes a protein that plays a role in axon and dendrite arborization during cranial nerve development. May also be important for neural crest migration and early development of other anterior structures including eye, brain and cranial cartilage. Bile acid associations overlap with cerebellar eQTLs for this gene. ",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,58,ENSG00000146729,NIPSNAP2,"AD atlas shows associations with serine and glycine that are associated with AD endophenotypes, as well as genetic associations with amyloid imaging. This gene encodes a member of the NipSnap family of proteins that may be involved in vesicular transport. The encoded protein is localized to mitochondria and plays a role in oxidative phosphorylation. May act as a positive regulator of L-type calcium channels.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,59,ENSG00000146733,PSPH,"AD atlas shows associations with serine and glycine that are associated with AD endophenotypes, as well as genetic associations with amyloid imaging. The protein encoded by this gene belongs to a subfamily of the phosphotransferases. This encoded enzyme is responsible for the third and last step in L-serine formation. It catalyzes magnesium-dependent hydrolysis of L-phosphoserine and is also involved in an exchange reaction between L-serine and L-phosphoserine. Deficiency of this protein is an inborn error of metabolism.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,60,ENSG00000146904,EPHA1,"AD atlas shows overlapping associations of AD (genome-wide significant) and acylcarnitines and PCs that are associated with AD endophenotypes, as well as associations with several AD endophenotypes. This gene belongs to the ephrin receptor subfamily of the protein-tyrosine kinase family. EPH and EPH-related receptors have been implicated in mediating developmental events, particularly in the nervous system. Binds with a low affinity EFNA3 and EFNA4 and with a high affinity to EFNA1 (which is another target proposed by us) which most probably constitutes its cognate/functional ligand. ",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,61,ENSG00000149485,FADS1,"AD atlas shows associations with many PCs that are associated with AD endophenotypes. The protein encoded by this gene is expressed in brain and a member of the fatty acid desaturase (FADS) gene family. Desaturase enzymes regulate unsaturation of fatty acids through the introduction of double bonds between defined carbons of the fatty acyl chain. This locus has also been associated with bipolar disorder, as well as different white blood cell counts.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,62,ENSG00000149534,MS4A2,"AD atlas shows overlapping associations of AD (genome-wide significant) and branched-chain amino acids (valine and isoleucine) that in ADNI are associated with AD endophenotypes. This gene encodes a high affinity receptor that binds to the Fc region of immunoglobulins epsilon. Aggregation of FCER1 by multivalent antigens is required for the full mast cell response, including the release of preformed mediators (such as histamine) by degranulation and de novo production of lipid mediators and cytokines. Also mediates the secretion of important lymphokines. Binding of allergen to receptor-bound IgE leads to cell activation and the release of mediators responsible for the manifestations of allergy.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,63,ENSG00000150907,FOXO1,"AD atlas shows associations with acylcarnitines that are associated with AD endophenotypes, as well as cognitive function, FDG-PET and brain volume changes. This gene is a transcription factor that is the main target of insulin signaling and regulates metabolic homeostasis in response to oxidative stress. Binds to the insulin response element.  Promotes neural cell death. Locus is also associated with C5 in healthy individuals, as well as with white blood cell counts.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,64,ENSG00000151726,ACSL1,"AD atlas shows associations with phosphatidylcholine PC ae C44:x species, that are associated with AD endophenotypes, in both ADNI and healthy controls. The encoded protein activates  long-chain fatty acids for both synthesis of cellular lipids, and degradation via beta-oxidation. Preferentially uses palmitoleate, oleate and linoleate. Failure of beta-oxidation is implicated in AD via association of acylcarnitines with AD endophenotypes in ADNI.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,65,ENSG00000158859,ADAMTS4,"AD atlas shows overlapping associations of AD (genome-wide significant) and PCs that in ADNI are associated with AD endophenotypes. This gene encodes a member of the ADAMTS (a disintegrin and metalloproteinase with thrombospondin motifs) protein family. Members of this family share several distinct protein modules, including a propeptide region, a metalloproteinase domain, a disintegrin-like domain, and a thrombospondin type 1 (TS) motif. Individual members of this family differ in the number of C-terminal TS motifs, and some have unique C-terminal domains. The enzyme encoded by this gene lacks a C-terminal TS motif. The encoded preproprotein is proteolytically processed to generate the mature protease. This protease is responsible for the degradation of aggrecan, a major proteoglycan of cartilage, and brevican, a brain-specific extracellular matrix protein.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
